species,name,breed,date_of_birth,age_in_months,weight_kg,temperature,heart_rate,respiratory_rate,blood_pressure_systolic,blood_pressure_diastolic,body_condition_score,hydration_status,mucous_membrane_color,coat_condition,appetite,energy_level,aggression,vomiting,diarrhea,coughing,limping,vaccinations,diagnosis_text,treatment_text,allergies,chronic_conditions,prescriptions,health_status
Cat,Tiger,Bengal,2018-08-31,86,6.1,38.4,166,24,155,121,6,normal,pink,healthy,normal,normal,none,False,False,False,False,[],General check-up. The cat is healthy.,No specific treatment required.,['Pollen'],[],['Prednisolone'],Healthy
Cat,Chloe,Domestic Shorthair,2013-03-29,151,4.4,38.8,177,26,181,89,5,mild_dehydration,pink,healthy,decreased,normal,none,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2024-11-26', 'status': 'up_to_date'}, {'vaccine_name': 'FVRCP', 'administered_date': '2024-05-11', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Lucy,Persian,2011-06-24,173,6.2,39.3,213,28,124,103,5,normal,white,healthy,normal,lethargic,none,False,False,False,False,[],General check-up. The cat is at risk.,Recommended treatment for at risk condition.,[],"['Feline Hyperthyroidism', 'Dental Disease']",[],At Risk
Cat,Bella,Domestic Shorthair,2023-10-29,24,4.3,38.8,167,18,142,107,4,normal,pale,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2025-09-02', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,"['Flea Bite', 'Fish Protein']",[],[],Healthy
Cat,Kitty,Maine Coon,2017-09-08,98,3.6,39.0,191,39,145,89,6,normal,pink,healthy,normal,normal,none,True,True,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2025-02-24', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-08-12', 'status': 'up_to_date'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,[],[],['Amoxicillin'],Healthy
Cat,Nala,Bengal,2014-07-01,136,2.7,39.1,202,20,98,96,5,normal,pink,dull,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2025-08-07', 'status': 'up_to_date'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,"['Flea Bite', 'Fish Protein']",[],[],Healthy
Cat,Bella,Maine Coon,2024-11-11,12,2.3,38.9,251,17,161,135,9,normal,pink,greasy,absent,lethargic,none,True,True,False,True,"[{'vaccine_name': 'FeLV', 'administered_date': '2024-06-26', 'status': 'up_to_date'}]",Severe gastroenteritis and dehydration.,Referral to internal medicine specialist.,"['Pollen', 'Flea Bite']",[],[],Unhealthy
Cat,Tiger,Siamese,2011-09-06,170,3.1,38.3,179,25,134,83,3,normal,white,healthy,decreased,hyperactive,none,False,False,False,False,[],General check-up. The cat is healthy.,No specific treatment required.,[],['Feline Hyperthyroidism'],['Prednisolone'],At Risk
Cat,Luna,Persian,2015-11-17,120,3.3,38.6,184,25,113,100,4,normal,pink,healthy,normal,hyperactive,none,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2024-12-30', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-06-06', 'status': 'overdue'}, {'vaccine_name': 'FVRCP', 'administered_date': '2024-12-11', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Kitty,Ragdoll,2013-10-13,145,3.7,38.7,219,26,161,90,5,mild_dehydration,pale,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2024-05-26', 'status': 'up_to_date'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-09-30', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,"['Fish Protein', 'Flea Bite']",[],[],Healthy
Cat,Simba,Bengal,2021-08-14,51,2.8,38.7,205,27,131,82,5,normal,pink,patchy,normal,normal,none,False,False,False,True,"[{'vaccine_name': 'FeLV', 'administered_date': '2025-03-01', 'status': 'overdue'}, {'vaccine_name': 'FVRCP', 'administered_date': '2023-12-29', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],['Dental Disease'],[],Healthy
Cat,Nala,Ragdoll,2020-07-25,64,2.2,38.8,141,22,156,99,7,normal,pink,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2024-08-29', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-02-19', 'status': 'up_to_date'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,[],[],['Prednisolone'],Healthy
Cat,Shadow,Siamese,2016-10-28,108,8.3,39.0,172,25,123,100,5,mild_dehydration,white,healthy,normal,normal,none,False,False,True,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2025-05-27', 'status': 'up_to_date'}, {'vaccine_name': 'Rabies', 'administered_date': '2025-03-12', 'status': 'up_to_date'}, {'vaccine_name': 'FVRCP', 'administered_date': '2024-06-07', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Oliver,Siamese,2013-08-17,147,3.0,38.5,185,24,155,103,5,normal,pink,healthy,normal,normal,none,False,False,False,False,[],General check-up. The cat is healthy.,No specific treatment required.,[],"['Chronic Kidney Disease', 'Feline Hyperthyroidism']",['Metronidazole'],Healthy
Cat,Smokey,Siamese,2023-03-05,32,4.0,38.8,153,26,163,89,5,normal,pink,healthy,normal,normal,moderate,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2024-10-13', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,['Flea Bite'],[],[],Healthy
Cat,Leo,Siamese,2015-01-09,130,2.3,38.6,179,25,168,111,5,normal,pink,healthy,normal,normal,mild,False,False,False,False,[],General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Luna,Ragdoll,2011-05-12,174,4.3,38.7,175,22,131,91,4,normal,pink,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2024-01-13', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],"['Dental Disease', 'Chronic Kidney Disease']",['Metronidazole'],Healthy
Cat,Nala,Ragdoll,2015-07-30,123,5.4,39.7,123,26,173,129,1,moderate_dehydration,pink,matted,absent,lethargic,mild,True,False,False,False,[],Acute kidney injury suspected; further diagnostics needed.,Referral to internal medicine specialist.,[],['Feline Hyperthyroidism'],['Prednisolone'],Unhealthy
Cat,Shadow,Ragdoll,2012-09-11,158,5.5,38.5,170,24,155,82,4,normal,pink,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2024-01-16', 'status': 'up_to_date'}, {'vaccine_name': 'Rabies', 'administered_date': '2024-03-11', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],['Amoxicillin'],Healthy
Cat,Smokey,Domestic Shorthair,2023-11-10,24,3.6,38.4,194,19,154,98,4,normal,pink,healthy,normal,lethargic,none,False,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2025-10-12', 'status': 'up_to_date'}, {'vaccine_name': 'Rabies', 'administered_date': '2025-10-16', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],['Metronidazole'],Healthy
Cat,Luna,Scottish Fold,2012-08-10,159,6.2,38.4,133,25,142,92,5,normal,pink,healthy,normal,normal,severe,False,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2024-05-18', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],['Prednisolone'],Healthy
Cat,Luna,Domestic Shorthair,2023-03-07,32,1.2,40.2,161,30,193,97,7,moderate_dehydration,pink,greasy,decreased,normal,none,True,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2025-01-11', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-02-25', 'status': 'overdue'}]",Severe gastroenteritis and dehydration.,Aggressive antibiotic and anti-emetic therapy.,[],[],[],Unhealthy
Cat,Max,Maine Coon,2021-02-26,56,5.7,38.9,211,30,156,105,6,normal,pink,healthy,normal,normal,none,False,False,False,True,"[{'vaccine_name': 'Rabies', 'administered_date': '2023-12-13', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2025-08-18', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Chloe,Persian,2012-05-03,162,6.2,38.3,171,28,167,96,5,normal,pink,healthy,normal,normal,none,True,False,False,True,"[{'vaccine_name': 'FeLV', 'administered_date': '2025-02-02', 'status': 'up_to_date'}, {'vaccine_name': 'Rabies', 'administered_date': '2024-11-30', 'status': 'overdue'}, {'vaccine_name': 'FVRCP', 'administered_date': '2025-04-12', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,[],"['Feline Hyperthyroidism', 'Chronic Kidney Disease']",['Metronidazole'],Healthy
Cat,Bella,Other,2014-08-12,135,5.0,38.9,197,24,150,102,5,normal,yellow,healthy,normal,lethargic,severe,False,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2024-12-31', 'status': 'overdue'}, {'vaccine_name': 'Rabies', 'administered_date': '2024-04-28', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],['Prednisolone'],At Risk
Cat,Leo,Domestic Shorthair,2019-03-03,80,4.1,38.5,163,21,111,96,4,normal,pink,healthy,normal,lethargic,none,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2024-05-15', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-08-20', 'status': 'overdue'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,[],[],[],Healthy
Cat,Oliver,Other,2024-10-15,13,3.5,38.6,149,24,159,87,5,normal,pink,healthy,normal,normal,none,False,False,False,True,"[{'vaccine_name': 'FeLV', 'administered_date': '2025-02-15', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Leo,Ragdoll,2021-02-11,57,4.8,38.8,162,24,175,94,5,normal,pink,healthy,normal,normal,none,True,False,False,False,[],General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Milo,Ragdoll,2021-06-06,53,5.2,38.7,178,33,150,106,5,normal,pink,healthy,normal,normal,severe,False,False,False,True,"[{'vaccine_name': 'Rabies', 'administered_date': '2024-10-22', 'status': 'up_to_date'}, {'vaccine_name': 'FVRCP', 'administered_date': '2024-04-09', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-03-24', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Luna,Scottish Fold,2015-04-22,127,4.2,38.2,182,21,175,121,6,normal,pink,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2024-03-05', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Kitty,Ragdoll,2024-02-09,21,6.9,38.0,138,13,155,61,4,mild_dehydration,pink,healthy,decreased,normal,none,False,True,True,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2025-03-20', 'status': 'overdue'}, {'vaccine_name': 'Rabies', 'administered_date': '2024-09-04', 'status': 'overdue'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,[],[],[],At Risk
Cat,Tiger,Maine Coon,2020-07-15,64,2.4,38.5,163,22,172,57,5,normal,pink,healthy,normal,normal,none,True,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2025-10-26', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],"['Dental Disease', 'Feline Hyperthyroidism']",[],Healthy
Cat,Smokey,Scottish Fold,2015-02-20,129,6.3,38.6,211,25,145,105,4,normal,pink,healthy,normal,normal,none,True,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2025-05-15', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Smokey,Ragdoll,2011-07-13,172,4.6,39.0,182,29,157,94,4,normal,pink,healthy,decreased,normal,none,False,True,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2025-09-27', 'status': 'up_to_date'}, {'vaccine_name': 'FVRCP', 'administered_date': '2024-02-19', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Kitty,Scottish Fold,2016-11-22,108,2.9,38.7,173,24,180,108,5,severe_dehydration,pale,healthy,normal,normal,none,False,True,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2025-02-22', 'status': 'up_to_date'}, {'vaccine_name': 'FVRCP', 'administered_date': '2024-07-07', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],"['Chronic Kidney Disease', 'Feline Hyperthyroidism']",[],At Risk
Cat,Milo,Sphynx,2011-05-12,174,5.1,38.6,169,24,134,97,5,mild_dehydration,pink,healthy,normal,lethargic,none,False,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2024-06-26', 'status': 'up_to_date'}, {'vaccine_name': 'Rabies', 'administered_date': '2025-07-31', 'status': 'up_to_date'}, {'vaccine_name': 'FVRCP', 'administered_date': '2025-05-31', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,['Fish Protein'],[],['Amoxicillin'],Healthy
Cat,Chloe,Domestic Shorthair,2018-01-21,94,2.2,38.9,122,27,152,73,5,normal,white,healthy,decreased,normal,none,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2023-12-31', 'status': 'up_to_date'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,[],"['Dental Disease', 'Chronic Kidney Disease']",[],At Risk
Cat,Shadow,Scottish Fold,2012-11-22,156,5.1,38.9,153,24,122,87,5,normal,pink,matted,normal,normal,moderate,False,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2024-01-16', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,"['Flea Bite', 'Fish Protein']",['Chronic Kidney Disease'],[],Healthy
Cat,Max,Persian,2019-07-30,75,4.5,38.9,181,20,152,78,5,normal,pink,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2025-03-11', 'status': 'up_to_date'}, {'vaccine_name': 'FVRCP', 'administered_date': '2024-02-02', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],['Amoxicillin'],Healthy
Cat,Max,Other,2020-06-18,65,3.7,38.5,195,26,147,94,6,normal,pink,healthy,normal,normal,moderate,True,True,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2024-08-06', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],['Amoxicillin'],Healthy
Cat,Milo,Sphynx,2021-05-28,53,5.5,38.3,156,13,134,85,4,normal,pink,healthy,normal,normal,severe,False,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2025-05-04', 'status': 'overdue'}, {'vaccine_name': 'FVRCP', 'administered_date': '2024-06-24', 'status': 'up_to_date'}, {'vaccine_name': 'Rabies', 'administered_date': '2024-04-12', 'status': 'overdue'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,[],[],[],Healthy
Cat,Max,Sphynx,2024-06-20,17,2.4,38.8,207,26,135,101,5,normal,pink,matted,normal,normal,none,False,True,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2025-09-23', 'status': 'overdue'}, {'vaccine_name': 'Rabies', 'administered_date': '2025-08-16', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Smokey,Domestic Shorthair,2012-09-24,158,3.6,38.8,166,21,155,88,4,normal,pink,healthy,normal,normal,none,True,False,False,False,[],General check-up. The cat is at risk.,Recommended treatment for at risk condition.,[],"['Chronic Kidney Disease', 'Dental Disease']",[],Healthy
Cat,Lucy,Domestic Shorthair,2016-10-01,109,4.3,38.2,169,24,137,104,6,normal,pink,healthy,normal,normal,none,True,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2025-01-10', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-11-30', 'status': 'up_to_date'}, {'vaccine_name': 'Rabies', 'administered_date': '2024-09-07', 'status': 'up_to_date'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,[],['Chronic Kidney Disease'],['Prednisolone'],Healthy
Cat,Shadow,Maine Coon,2024-08-30,14,6.0,38.3,231,30,132,114,6,normal,pink,healthy,normal,normal,moderate,False,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2023-12-31', 'status': 'up_to_date'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,[],[],[],Healthy
Cat,Chloe,Bengal,2016-04-10,115,4.9,38.8,144,26,149,84,5,normal,pink,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2024-05-10', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2025-08-10', 'status': 'overdue'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,"['Flea Bite', 'Fish Protein']",[],[],Healthy
Cat,Kitty,Other,2019-10-25,73,3.9,38.5,176,24,138,97,6,mild_dehydration,pink,healthy,normal,normal,none,False,False,False,False,[],General check-up. The cat is healthy.,No specific treatment required.,[],[],['Metronidazole'],Healthy
Cat,Bella,Persian,2015-05-18,126,5.8,38.7,169,27,138,99,6,normal,pink,matted,normal,lethargic,severe,False,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2024-05-10', 'status': 'overdue'}, {'vaccine_name': 'FVRCP', 'administered_date': '2025-08-22', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,['Fish Protein'],[],[],At Risk
Cat,Lucy,Sphynx,2014-06-12,137,3.4,37.7,130,18,113,83,7,moderate_dehydration,pink,matted,absent,lethargic,none,True,True,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2024-02-16', 'status': 'overdue'}, {'vaccine_name': 'FVRCP', 'administered_date': '2025-08-01', 'status': 'overdue'}]",Diabetic ketoacidosis due to uncontrolled diabetes.,Referral to internal medicine specialist.,['Fish Protein'],[],[],Unhealthy
Cat,Max,Persian,2024-12-17,11,3.9,38.7,165,21,174,98,4,normal,pink,healthy,normal,normal,severe,False,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2024-09-01', 'status': 'overdue'}, {'vaccine_name': 'Rabies', 'administered_date': '2025-05-03', 'status': 'overdue'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,[],"['Feline Hyperthyroidism', 'Chronic Kidney Disease']",[],Healthy
Cat,Shadow,Bengal,2012-11-24,156,4.0,39.1,212,25,162,90,5,normal,pink,healthy,normal,hyperactive,none,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2024-02-23', 'status': 'up_to_date'}, {'vaccine_name': 'FVRCP', 'administered_date': '2024-06-17', 'status': 'up_to_date'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,[],"['Feline Hyperthyroidism', 'Dental Disease']",['Prednisolone'],Healthy
Cat,Tiger,Scottish Fold,2025-01-27,9,5.8,38.8,185,24,165,95,5,normal,pink,healthy,decreased,normal,none,False,True,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2023-12-13', 'status': 'up_to_date'}, {'vaccine_name': 'Rabies', 'administered_date': '2024-09-23', 'status': 'up_to_date'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-03-25', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Shadow,Maine Coon,2015-06-10,125,5.7,37.6,256,22,131,101,9,severe_dehydration,pink,greasy,absent,normal,none,True,False,False,True,[],Severe gastroenteritis and dehydration.,Hospitalization for IV fluids and supportive care.,['Flea Bite'],[],['Amoxicillin'],Unhealthy
Cat,Bella,Maine Coon,2022-04-24,43,2.2,38.5,158,23,170,111,5,normal,yellow,healthy,normal,normal,none,False,False,False,True,"[{'vaccine_name': 'FeLV', 'administered_date': '2025-10-26', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,['Flea Bite'],[],['Metronidazole'],Healthy
Cat,Nala,Bengal,2014-12-20,131,3.4,38.9,198,21,180,85,4,normal,yellow,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2025-07-16', 'status': 'up_to_date'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,"['Pollen', 'Flea Bite']",['Dental Disease'],['Prednisolone'],Healthy
Cat,Smokey,Persian,2013-12-23,143,3.0,40.6,187,23,199,131,9,moderate_dehydration,pink,matted,normal,lethargic,none,True,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2024-11-29', 'status': 'overdue'}, {'vaccine_name': 'Rabies', 'administered_date': '2025-07-19', 'status': 'overdue'}]",Severe upper respiratory infection with high fever.,Hospitalization for IV fluids and supportive care.,[],[],[],Unhealthy
Cat,Tiger,Maine Coon,2021-11-15,48,4.5,38.0,168,23,174,88,2,moderate_dehydration,pink,greasy,decreased,lethargic,none,True,True,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2023-12-22', 'status': 'up_to_date'}]",Severe gastroenteritis and dehydration.,Referral to internal medicine specialist.,['Fish Protein'],"['Feline Hyperthyroidism', 'Chronic Kidney Disease']",[],Unhealthy
Cat,Chloe,Persian,2024-02-20,21,7.8,40.8,166,21,166,112,7,moderate_dehydration,pink,dull,decreased,lethargic,none,True,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2024-03-31', 'status': 'overdue'}]",Severe upper respiratory infection with high fever.,Referral to internal medicine specialist.,[],"['Feline Hyperthyroidism', 'Dental Disease']",['Amoxicillin'],Unhealthy
Cat,Lucy,Bengal,2018-05-03,90,6.4,38.8,193,23,142,84,5,mild_dehydration,pink,healthy,decreased,lethargic,none,False,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2025-06-28', 'status': 'up_to_date'}, {'vaccine_name': 'FVRCP', 'administered_date': '2024-03-06', 'status': 'up_to_date'}, {'vaccine_name': 'Rabies', 'administered_date': '2024-04-05', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,"['Pollen', 'Fish Protein']",[],['Amoxicillin'],At Risk
Cat,Kitty,Persian,2025-07-31,3,5.8,38.6,187,31,134,93,5,normal,pink,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2025-07-25', 'status': 'overdue'}, {'vaccine_name': 'FVRCP', 'administered_date': '2024-12-20', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-11-10', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],['Dental Disease'],[],Healthy
Cat,Bella,Bengal,2012-12-21,155,2.4,38.6,175,23,165,107,4,normal,pink,healthy,normal,normal,none,False,False,False,False,[],General check-up. The cat is healthy.,No specific treatment required.,[],"['Feline Hyperthyroidism', 'Chronic Kidney Disease']",[],Healthy
Cat,Nala,Domestic Shorthair,2022-12-27,34,4.6,38.5,185,30,163,103,4,normal,pale,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2024-11-16', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,"['Fish Protein', 'Flea Bite']",[],[],Healthy
Cat,Milo,Other,2014-08-26,135,4.9,38.5,179,27,157,99,5,normal,pink,healthy,normal,hyperactive,none,False,True,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2024-12-10', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,"['Flea Bite', 'Fish Protein']","['Chronic Kidney Disease', 'Feline Hyperthyroidism']",[],Healthy
Cat,Leo,Scottish Fold,2017-09-16,98,4.6,38.6,172,22,157,104,6,normal,pink,dull,normal,normal,none,False,False,False,False,[],General check-up. The cat is healthy.,No specific treatment required.,['Flea Bite'],[],[],Healthy
Cat,Shadow,Bengal,2022-09-04,38,1.0,38.3,205,26,130,112,6,normal,pink,dull,normal,normal,none,False,True,False,True,"[{'vaccine_name': 'FeLV', 'administered_date': '2024-02-20', 'status': 'overdue'}, {'vaccine_name': 'Rabies', 'administered_date': '2024-04-16', 'status': 'overdue'}, {'vaccine_name': 'FVRCP', 'administered_date': '2024-10-21', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],['Chronic Kidney Disease'],[],Healthy
Cat,Shadow,Bengal,2013-05-22,150,3.1,39.1,190,24,165,94,5,normal,pink,dull,increased,normal,none,False,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2024-08-27', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,['Flea Bite'],[],[],Healthy
Cat,Max,Scottish Fold,2012-10-22,157,3.9,38.3,160,27,178,91,7,normal,pale,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2025-01-12', 'status': 'up_to_date'}, {'vaccine_name': 'Rabies', 'administered_date': '2024-07-03', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,"['Fish Protein', 'Pollen']",[],['Amoxicillin'],Healthy
Cat,Smokey,Persian,2023-06-28,28,6.1,38.6,160,20,158,96,4,normal,pink,healthy,normal,normal,severe,False,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2024-08-04', 'status': 'overdue'}, {'vaccine_name': 'FVRCP', 'administered_date': '2024-08-19', 'status': 'up_to_date'}, {'vaccine_name': 'Rabies', 'administered_date': '2024-06-07', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,['Pollen'],[],['Prednisolone'],Healthy
Cat,Oliver,Maine Coon,2013-02-13,153,2.5,38.7,182,19,121,100,6,normal,pink,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2025-09-20', 'status': 'up_to_date'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-07-08', 'status': 'up_to_date'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,['Pollen'],"['Feline Hyperthyroidism', 'Dental Disease']",[],Healthy
Cat,Max,Scottish Fold,2018-01-01,94,7.3,38.4,155,26,171,96,5,normal,pink,healthy,normal,normal,none,False,False,False,False,[],General check-up. The cat is healthy.,No specific treatment required.,"['Pollen', 'Fish Protein']",[],['Prednisolone'],Healthy
Cat,Smokey,Scottish Fold,2019-04-08,79,5.5,39.1,170,22,151,103,5,normal,pink,healthy,normal,normal,moderate,False,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2024-03-01', 'status': 'overdue'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,[],[],['Metronidazole'],Healthy
Cat,Bella,Persian,2015-06-15,125,1.0,38.6,172,26,140,94,7,severe_dehydration,pink,healthy,normal,normal,mild,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2025-06-10', 'status': 'up_to_date'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-08-15', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],At Risk
Cat,Nala,Scottish Fold,2012-10-20,157,3.1,38.6,159,25,155,97,5,normal,pink,healthy,increased,normal,none,False,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2024-11-16', 'status': 'overdue'}, {'vaccine_name': 'FVRCP', 'administered_date': '2024-06-14', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
